id,reference
776,56.3679
777,53.5008
778,56.4301
779,25.795
780,43.9572
781,39.6129
782,48.4643
783,53.8848
784,59.2296
785,4.73967
786,38.0928
787,39.8202
788,85.0626
789,48.4431
790,71.9567
791,79.6507
792,71.4021
793,45.7638
794,46.9254
795,46.1427
796,8.25922
797,46.8344
798,34.3172
799,65.0122
800,60.9014
801,49.0929
802,80.297
803,47.9939
804,48.7867
805,70.8633
806,55.2144
807,61.6772
808,42.2884
809,6.61275
810,40.661
811,24.202
812,47.8735
813,22.7481
814,46.691
815,46.518
816,34.9725
817,39.7182
818,25.8807
819,42.9426
820,33.2955
821,15.1843
822,19.7747
823,58.6272
824,4.52264
825,55.6293
826,56.3744
827,41.9858
828,46.2442
829,30.2977
830,33.2392
831,40.2907
832,47.4009
833,63.9303
834,4.81143
835,53.9326
836,72.308
837,54.4589
838,14.8721
839,53.835
840,60.8882
841,75.0659
842,45.5357
843,34.8493
844,25.0966
845,25.6131
846,12.3372
847,32.5643
848,29.2651
849,92.327
850,82.9922
851,2.37165
852,35.2248
853,38.5487
854,22.5359
855,29.4711
856,59.2539
857,32.6459
858,74.8141
859,19.0964
860,49.0806
861,16.4354
862,44.7543
863,54.1706
864,34.7958
865,26.7667
866,39.4131
867,76.3179
868,60.7342
869,48.317
870,8.94575
871,28.3354
872,45.4892
873,28.2731
874,49.3894
875,25.3303
876,12.7978
877,75.3728
878,75.3619
879,4.57667
880,70.4309
881,71.552
882,84.6537
883,58.7864
884,49.7487
885,9.63858
886,48.1677
887,39.3901
888,46.4113
889,49.9053
890,67.9928
891,35.4371
892,39.969
893,17.4682
894,38.4113
895,55.4838
896,25.6735
897,18.5644
898,43.1403
899,80.6375
900,55.4079
901,28.5141
902,35.6625
903,45.1961
904,81.7728
905,59.8157
906,52.2497
907,61.406
908,46.1257
909,54.0528
910,25.665
911,49.5681
912,28.6474
913,32.974
914,58.92
915,52.2076
916,55.5834
917,25.2054
918,27.1496
919,26.9145
920,82.2626
921,40.3393
922,31.066
923,37.3716
924,37.0435
925,38.0964
926,18.8953
927,85.2848
928,48.9452
929,64.9118
930,28.7609
931,60.3773
932,18.8105
933,8.91495
934,19.6677
935,34.9526
936,84.0792
937,52.9646
938,52.524
939,52.289
940,46.5888
941,75.7939
942,75.8587
943,20.8234
944,78.8896
945,57.154
946,63.3012
947,34.7963
948,50.4669
949,37.8866
950,22.4487
951,60.5353
952,57.6316
953,87.1246
954,18.4638
955,68.6149
956,47.5216
957,80.7982
958,84.1379
959,62.4853
960,57.3716
961,52.089
962,40.6442
963,15.6519
964,27.7977
965,27.4752
966,68.2233
967,22.156
968,34.931
969,7.91156
970,86.3414
971,22.6369
972,78.9837
973,70.6986
974,79.6172
975,26.4867
976,23.0333
977,71.1043
978,43.7992
979,25.3938
980,27.5034
981,47.6034
982,51.5032
983,37.4376
984,45.1273
985,16.066
986,10.9757
987,82.5227
988,55.2275
989,61.9769
990,40.7111
991,32.4021
992,40.6718
993,33.2122
994,35.7013
995,23.9207
996,49.2762
997,48.1106
998,38.263
999,50.0709
1000,83.2015
1001,57.7809
1002,62.8524
1003,11.8456
1004,24.1315
1005,88.6218
1006,14.3492
1007,44.2269
1008,22.4
1009,13.5405
1010,56.2732
1011,53.5925
1012,68.4236
1013,73.2985
1014,87.5888
1015,50.9347
1016,40.1915
1017,76.301
1018,75.119
1019,61.3131
1020,52.5829
1021,14.3778
1022,41.6704
1023,29.54
1024,42.1796
1025,84.6556
1026,47.7705
1027,37.72
1028,43.8188
1029,24.3275
1030,60.6279
1031,13.1874
1032,77.496
1033,71.1241
1034,54.1516
1035,25.8299
1036,23.0945
1037,46.6663
1038,73.5104
1039,70.147
1040,53.3927
1041,55.1305
1042,53.6424
1043,92.7707
1044,81.8228
1045,48.6068
1046,16.3627
1047,78.7481
1048,24.3825
1049,46.5002
1050,37.9178
1051,32.4894
1052,35.5885
1053,86.6589
1054,56.4796
1055,9.76383
1056,70.9377
1057,30.8369
1058,5.30521
1059,52.6957
1060,31.9121
1061,15.4593
1062,5.76043
1063,72.3363
1064,14.4186
1065,32.4866
1066,26.477
1067,56.5761
1068,39.6416
1069,70.8248
1070,26.9167
1071,86.1147
1072,61.8872
1073,25.3602
1074,40.4043
1075,29.2514
1076,24.7193
1077,29.5978
1078,17.9339
1079,13.5591
1080,33.2231
1081,21.2953
1082,47.6476
1083,55.9199
1084,32.8313
1085,42.9615
1086,57.6297
1087,62.8899
1088,48.7697
1089,31.9361
1090,40.3229
1091,51.1025
1092,12.7587
1093,36.1438
1094,25.3551
1095,40.7891
1096,75.6248
1097,48.7105
1098,30.8306
1099,49.9859
1100,16.2869
1101,56.8889
1102,31.2539
1103,77.1912
1104,75.2169
1105,43.0675
1106,44.8484
1107,33.0776
1108,26.2205
1109,45.6036
1110,20.5375
1111,45.631
1112,82.2995
1113,37.3799
1114,44.3677
1115,16.7511
1116,0.502408
1117,51.2216
1118,32.9169
1119,38.4724
1120,55.509
1121,28.3065
1122,23.3655
1123,41.8523
1124,85.9419
1125,58.9167
1126,68.0939
1127,36.8132
1128,83.642
1129,36.81
1130,48.5149
1131,17.6926
1132,69.0208
1133,26.8035
1134,50.2289
1135,56.1459
1136,39.1698
1137,31.818
1138,78.1659
1139,41.9062
1140,67.9284
1141,58.3955
1142,8.16038
1143,42.0948
1144,41.646
1145,47.5647
1146,80.9758
1147,59.5061
1148,83.1526
1149,48.7251
1150,75.4806
1151,46.8044
1152,50.6095
1153,34.2268
1154,42.6271
1155,54.2684
1156,5.91649
1157,31.9036
1158,54.4817
1159,35.568
1160,5.61471
1161,38.364
1162,32.5278
1163,72.4428
1164,54.68
1165,51.9888
1166,90.1533
1167,56.3497
1168,51.277
1169,42.2043
1170,86.0065
1171,78.0082
1172,43.0246
1173,23.7882
1174,31.0492
1175,77.1484
1176,79.9171
1177,15.7
1178,49.0303
1179,45.8909
1180,35.9967
1181,40.5652
1182,57.9711
1183,75.195
1184,67.8347
1185,55.8215
1186,70.5414
1187,70.702
1188,7.48364
1189,59.1023
1190,81.2276
1191,33.5767
1192,40.5145
1193,38.2116
1194,31.9073
1195,8.58143
1196,55.562
1197,25.3896
1198,54.5218
1199,41.2842
1200,34.0217
1201,40.9098
1202,14.7541
1203,15.5073
1204,70.4456
1205,48.0385
1206,31.0952
1207,52.8378
1208,39.8586
1209,84.6239
1210,73.2346
1211,37.3999
1212,4.07854
1213,52.6337
1214,45.9759
1215,35.6021
1216,23.0963
1217,75.8576
1218,47.7925
1219,61.3633
1220,48.8048
1221,36.8813
1222,11.4564
1223,61.2931
1224,54.4925
1225,54.725
1226,41.9141
1227,60.4627
1228,9.45916
1229,60.6338
1230,36.0168
1231,51.4463
1232,20.7223
1233,87.7403
1234,38.071
1235,78.7653
1236,47.8534
1237,59.0634
1238,36.643
1239,18.1738
1240,29.9371
1241,21.2031
1242,29.7876
1243,55.0095
1244,57.9041
1245,40.8939
1246,43.391
1247,80.1101
1248,31.5948
1249,56.5781
1250,60.3869
1251,72.3477
1252,53.6263
1253,83.486
1254,57.5564
1255,38.8269
1256,19.365
1257,62.8017
1258,55.9932
1259,38.7727
1260,10.2331
1261,46.1887
1262,14.9091
1263,40.5945
1264,16.1612
1265,78.7353
1266,10.1033
1267,5.39646
1268,49.6051
1269,82.2054
1270,56.7653
1271,64.6427
1272,56.1778
1273,46.5671
1274,99.1488
1275,44.8567
1276,85.9078
1277,19.9145
1278,79.1528
1279,29.6406
1280,66.7729
1281,30.83
1282,55.9427
1283,23.4139
1284,53.8321
1285,55.1175
1286,55.5306
1287,60.0382
1288,52.2997
1289,51.2207
1290,95.6636
1291,58.3592
1292,37.1523
1293,29.1392
1294,37.7176
1295,75.4281
1296,71.0798
1297,35.8706
1298,74.5675
1299,59.5942
1300,66.8191
1301,6.9947
1302,50.7096
1303,42.6733
1304,40.8099
1305,33.6195
1306,67.1047
1307,60.8559
1308,59.2651
1309,33.769
1310,45.3092
1311,72.2181
1312,80.9558
1313,41.6817
1314,50.5478
1315,50.613
1316,64.9773
1317,12.3919
1318,5.43101
1319,60.8382
1320,39.7773
1321,78.9814
1322,7.65503
1323,69.7782
1324,76.9579
1325,50.9177
1326,86.6389
1327,35.4858
1328,7.99338
1329,70.9755
1330,80.5496
1331,41.6875
1332,45.4455
1333,35.0598
1334,89.5665
1335,31.366
1336,33.7731
1337,46.61
1338,60.0778
1339,60.8723
1340,85.0588
1341,80.3512
1342,76.52
1343,27.6774
1344,71.924
1345,77.4829
1346,38.3697
1347,79.7514
1348,34.0204
1349,52.301
1350,85.4264
1351,32.5283
1352,36.4811
1353,55.8815
1354,43.3872
1355,4.34625
1356,40.2739
1357,26.37
1358,31.2891
1359,13.904
1360,33.6411
1361,66.0911
1362,39.782
1363,41.3601
1364,34.5319
1365,35.8097
1366,25.3158
1367,75.8754
1368,93.4945
1369,47.7682
1370,44.4973
1371,34.2136
1372,23.5032
1373,78.3159
1374,16.4252
1375,45.8403
1376,64.7824
1377,5.53166
1378,38.3287
1379,30.4794
1380,29.364
1381,36.5367
1382,53.745
1383,89.0939
1384,88.3616
1385,79.5908
1386,55.3927
1387,87.1792
1388,81.3448
1389,36.3525
1390,46.2767
1391,7.96411
1392,30.4684
1393,46.3359
1394,80.4306
1395,36.3644
1396,17.3683
1397,58.8501
1398,47.5356
1399,4.24582
1400,57.6671
1401,45.8442
1402,43.059
1403,49.0741
1404,36.9992
1405,21.1039
1406,22.1166
1407,6.74474
1408,29.7588
1409,50.9966
1410,25.0567
1411,41.4185
1412,36.3456
1413,4.7952
1414,2.46416
1415,65.3159
1416,31.4269
1417,34.1235
1418,9.67563
1419,54.7478
1420,63.2794
1421,50.5727
1422,36.0714
1423,50.7342
1424,38.3809
1425,69.5749
1426,44.2717
1427,49.9016
1428,85.6664
1429,25.9493
1430,80.1055
1431,14.6774
1432,36.4382
1433,52.1219
1434,35.73
1435,58.085
1436,85.06
1437,59.059
1438,34.6736
1439,68.2199
1440,70.4549
1441,36.9969
1442,82.3306
1443,74.87
1444,33.6004
1445,8.00103
1446,81.3741
1447,50.4071
1448,33.4293
1449,26.9135
1450,63.8389
1451,12.2186
1452,61.0635
1453,25.0707
1454,37.4656
1455,35.6526
1456,11.6866
1457,47.9417
1458,34.2606
1459,19.6894
1460,22.2747
1461,82.4068
1462,60.9311
1463,79.1088
1464,50.1244
1465,33.5051
1466,84.8637
1467,31.4089
1468,44.7596
1469,55.9552
1470,88.8886
1471,57.2147
1472,32.9668
1473,53.5292
1474,42.4123
1475,34.9607
1476,51.1773
1477,28.8552
1478,14.408
1479,53.4441
1480,79.6628
1481,35.592
1482,71.1342
1483,55.4813
1484,50.9031
1485,34.5295
1486,30.0626
1487,13.247
1488,48.1708
1489,71.489
1490,59.921
1491,98.9537
1492,69.6854
1493,28.2853
1494,43.2883
1495,50.5861
1496,80.3734
1497,40.9051
1498,38.7299
1499,-2.14774
1500,66.4332
1501,48.9474
1502,28.5766
1503,30.3298
1504,25.3081
1505,37.4858
1506,50.8856
1507,21.0952
1508,50.1575
1509,10.9393
1510,41.2012
1511,30.5502
1512,61.6651
1513,16.1093
1514,64.2394
1515,29.4269
1516,30.9077
1517,26.5907
1518,48.2413
1519,79.2128
1520,48.3868
1521,54.0217
1522,73.8346
1523,52.0612
1524,55.7495
1525,69.7465
1526,59.8177
1527,53.2519
1528,43.3384
1529,45.4122
1530,64.4281
1531,26.4253
1532,17.4692
1533,49.3514
1534,52.583
1535,47.3675
1536,62.1917
1537,41.9429
1538,3.42905
1539,90.4468
1540,9.91065
1541,61.0557
1542,59.6464
1543,60.7905
1544,9.10322
1545,29.7938
1546,18.6839
1547,50.3331
1548,34.8503
1549,26.568
1550,38.525
1551,28.256
1552,33.6182
1553,67.317
1554,81.1376
1555,81.8383
1556,43.4829
1557,49.4157
1558,76.1864
1559,43.1247
1560,64.3765
1561,71.9687
1562,60.4918
1563,35.1784
1564,81.8618
1565,83.1042
1566,59.1347
1567,20.4128
1568,36.5605
1569,62.5238
1570,62.2941
1571,62.2747
1572,54.047
1573,80.4317
1574,46.313
1575,62.2934
1576,19.3766
1577,81.2201
1578,39.1135
1579,30.8144
1580,55.1357
1581,46.2323
1582,18.1824
1583,51.0474
1584,48.285
1585,50.1241
1586,54.7799
1587,7.44996
1588,34.3043
1589,27.3016
1590,39.2232
1591,38.4233
1592,17.167
1593,81.6831
1594,49.0661
1595,19.6174
1596,36.5294
1597,77.4156
1598,50.6086
1599,46.493
1600,22.0523
1601,41.9455
1602,54.8143
1603,55.0158
1604,74.4154
1605,63.8246
1606,39.8344
1607,49.9816
1608,47.6202
1609,14.6185
1610,40.8189
1611,51.1522
1612,36.0997
1613,34.4664
1614,34.8028
1615,57.1857
1616,34.0729
1617,23.8683
1618,32.123
1619,27.2956
1620,78.2686
1621,14.8811
1622,53.4097
1623,54.8788
1624,12.3114
1625,52.947
1626,18.9789
1627,51.5187
1628,46.7001
1629,30.2893
1630,39.607
1631,60.3595
1632,21.7103
1633,11.4695
1634,60.1029
1635,36.3327
1636,27.0443
1637,60.7388
1638,63.7483
1639,14.2491
1640,52.0294
1641,53.6271
1642,59.336
1643,58.2237
1644,59.4461
1645,39.6213
1646,81.2066
1647,50.3871
1648,35.8266
1649,38.6001
1650,54.9828
1651,85.8787
1652,86.2452
1653,75.5766
1654,25.4054
1655,19.2979
1656,66.5809
1657,38.5519
1658,34.138
1659,33.0035
1660,42.9455
1661,7.80184
1662,32.5331
1663,31.9266
1664,32.8894
1665,33.0077
1666,33.0778
1667,55.8218
1668,27.6562
1669,51.1659
1670,86.7558
1671,18.3644
1672,67.49
1673,80.017
1674,50.0391
1675,56.2035
1676,17.6464
1677,69.7354
1678,12.5516
1679,71.1097
1680,6.82142
1681,25.0521
1682,76.3119
1683,45.0752
1684,26.3385
1685,36.7594
1686,53.6027
1687,8.21237
1688,53.7694
1689,12.9902
1690,57.811
1691,38.5013
1692,74.4805
1693,28.129
1694,71.9315
1695,27.7063
1696,71.3463
1697,20.33
1698,57.6587
1699,34.5231
1700,50.5636
1701,32.9112
1702,41.2829
1703,63.906
1704,61.2164
1705,52.1653
1706,77.1743
1707,52.3427
1708,16.0831
1709,84.061
1710,57.6946
1711,76.4593
1712,82.8756
1713,84.337
1714,80.6502
1715,48.9526
1716,35.565
1717,37.0947
1718,28.3832
1719,34.7666
1720,26.12
1721,80.8003
1722,23.493
1723,63.2829
1724,12.6093
1725,84.7513
1726,37.8044
1727,28.9138
1728,30.9057
1729,33.4503
1730,8.45027
1731,59.9771
1732,79.8593
1733,28.8672
1734,43.699
1735,32.8605
1736,34.3924
1737,44.2464
1738,73.1166
1739,61.0819
1740,80.1315
1741,40.4709
1742,42.7806
1743,30.7922
1744,17.1267
1745,24.0046
1746,32.753
1747,56.273
1748,88.4167
1749,59.028
1750,31.2287
1751,44.9143
1752,24.2718
1753,41.832
1754,4.99389
1755,11.385
1756,30.1569
1757,43.3289
1758,12.8904
1759,46.7406
1760,35.7287
1761,47.8785
1762,67.8119
1763,48.3668
1764,52.8524
1765,67.5378
1766,83.7608
1767,39.5939
1768,24.8731
1769,4.88145
1770,85.4956
1771,18.0518
1772,16.8485
1773,55.3447
1774,50.4013
1775,49.6584
1776,56.2746
1777,50.819
1778,55.2175
1779,59.5229
1780,55.7192
1781,48.0222
1782,2.11453
1783,51.3892
1784,68.9046
1785,61.6339
1786,26.8713
1787,42.7763
1788,65.3065
1789,46.3254
1790,28.7797
1791,14.9621
1792,19.5301
1793,38.9769
1794,22.6751
1795,57.8262
1796,68.4199
1797,37.788
1798,46.8641
1799,14.61
1800,51.1662
1801,47.1526
1802,63.2322
1803,64.3275
1804,34.8366
1805,41.723
1806,63.5669
1807,73.9535
1808,43.0096
1809,44.9087
1810,27.7989
1811,34.1451
1812,36.9152
1813,60.2264
1814,26.591
1815,70.5029
1816,69.8716
1817,40.867
1818,8.97408
1819,27.1899
1820,54.9021
1821,30.4824
1822,45.296
1823,85.007
1824,21.6049
1825,54.2098
1826,32.6506
1827,34.3569
1828,74.1176
1829,70.5903
1830,7.53343
1831,53.4694
1832,33.2128
1833,31.0979
1834,59.8029
1835,59.4813
1836,9.01587
1837,14.0279
1838,64.8625
1839,61.3027
1840,68.5408
1841,74.3438
1842,67.6151
1843,29.7211
1844,30.8994
1845,28.7932
1846,51.8124
1847,73.1259
1848,49.3899
1849,24.3952
1850,82.7607
1851,81.3751
1852,49.9455
1853,24.8132
1854,59.9305
1855,60.4716
1856,51.6905
1857,50.3917
1858,36.5158
1859,31.9546
1860,50.3362
1861,56.4371
1862,29.081
1863,70.4551
1864,46.8336
1865,30.9276
1866,48.0187
1867,63.0182
1868,45.2478
1869,56.8261
1870,48.5023
1871,38.5456
1872,40.8974
1873,50.2022
1874,20.4485
1875,70.8024
1876,85.1317
1877,91.5352
1878,67.9266
1879,56.6869
1880,89.6356
1881,31.4137
1882,51.6904
1883,58.6036
1884,34.4222
1885,75.1853
1886,40.9751
1887,38.6204
1888,33.8623
1889,50.2408
1890,59.692
1891,39.3279
1892,60.7544
1893,70.9091
1894,75.2277
1895,57.7486
1896,49.0129
1897,28.7746
1898,67.8796
1899,65.725
